CustomerKey,Gender,Occupation,GeographyKey,YearlyIncome,CustomerName
16143,F,Professional,329,60000,Sara A Evans
16144,M,Professional,623,70000,Patrick Kelly
16145,F,Professional,633,70000,Sydney Anderson
16146,F,Professional,609,80000,Jacquelyn Saunders
16147,M,Skilled Manual,335,80000,Nathan Griffin
16148,F,Skilled Manual,337,80000,Karen Walker
16149,M,Professional,52,60000,Dalton A Perry
16150,F,Professional,331,60000,Nicole Thompson
16151,F,Professional,648,60000,Chloe Sanchez
16152,F,Professional,361,70000,Katherine E Evans
16153,M,Professional,626,70000,Eric Jai
16154,F,Professional,360,70000,Jennifer M Scott
16155,F,Management,33,80000,Joan Jenkins
16156,M,Management,15,90000,Javier A Hernandez
16157,F,Management,18,90000,Cindy Raman
16158,F,Management,30,100000,Kathleen J Gomez
16159,F,Management,28,100000,Mindy Goldberg
16160,F,Professional,7,60000,Erika Hernandez
16161,F,Professional,31,60000,Jodi Deng
16162,F,Professional,13,70000,Mackenzie E Morgan
16163,M,Professional,34,60000,Willie B Chande
16164,F,Professional,36,60000,Amy Liang
16165,F,Professional,8,70000,Jenny Liu
16166,F,Professional,5,70000,April C Goel
16167,M,Professional,39,70000,Devin J Moore
16168,F,Professional,2,70000,Kathryn Ashe
16169,M,Professional,19,70000,Dennis Lin
16170,M,Management,25,80000,Juan Rubio
16171,M,Management,37,80000,Bruce W Ruiz
16172,F,Professional,21,80000,Janelle Perez
16173,M,Professional,15,60000,Cory E Rana
16174,F,Professional,5,60000,Melinda Hernandez
16175,M,Professional,15,60000,Tony M Shan
16176,F,Professional,34,70000,Michele A Torres
16177,F,Professional,31,70000,Bethany Nath
16178,M,Professional,18,80000,Alfredo Carlson
16179,F,Professional,27,80000,Jamie Zhao
16180,M,Professional,2,70000,Kyle J Perez
16181,F,Professional,30,70000,Daisy A Rubio
16182,M,Professional,29,60000,Louis E Sun
16183,F,Professional,17,60000,Tanya Carlson
16184,F,Professional,20,60000,Christine She
16185,M,Professional,16,60000,Grant R Raji
16186,F,Clerical,222,30000,Bethany J Raji
16187,M,Manual,257,20000,Louis Hu
16188,F,Manual,255,20000,Teresa M Torres
16189,F,Clerical,265,30000,Amanda Hughes
16190,M,Clerical,247,30000,Lance J Alvarez
16191,F,Manual,266,30000,Margaret M Zeng
16192,F,Manual,230,30000,Marie Lopez
16193,M,Manual,237,30000,Victor S Rubio
16194,F,Manual,216,30000,Katie Deng
16195,F,Manual,222,30000,Abby Perez
16196,M,Skilled Manual,145,40000,Kurt Raheem
16197,F,Manual,153,20000,Heidi M Prasad
16198,M,Manual,236,30000,Arthur Navarro
16199,M,Clerical,128,40000,Terrence Xie
16200,F,Manual,271,10000,Julia M Edwards
16201,M,Manual,247,20000,Ross Martin
16202,M,Manual,196,30000,Kenneth D Jai
16203,M,Clerical,225,40000,Warren N Raje
16204,M,Clerical,211,40000,Terrence J Anand
16205,F,Clerical,196,40000,Melanie Sanders
16206,F,Clerical,127,40000,Cindy C Lewis
16207,M,Clerical,117,40000,Jordan C Shan
16208,F,Clerical,174,40000,Ruth Chandra
16209,F,Skilled Manual,215,50000,Carolyn C Alvarez
16210,F,Clerical,302,40000,Olivia Cooper
16211,M,Clerical,611,40000,Jesse Roberts
16212,F,Skilled Manual,307,50000,Jacqueline Rivera
16213,F,Skilled Manual,63,60000,Kaylee M Turner
16214,M,Skilled Manual,609,60000,Brett L Fernandez
16215,M,Skilled Manual,626,60000,Thomas M Turner
16216,M,Skilled Manual,632,60000,Charles L Mitchell
16217,F,Skilled Manual,553,60000,Amanda C Gonzales
16218,F,Skilled Manual,634,30000,Julia Simmons
16219,M,Skilled Manual,52,30000,Angel Sanders
16220,F,Skilled Manual,68,30000,Megan Russell
16221,M,Skilled Manual,612,30000,Darren A Saunders
16222,M,Skilled Manual,299,30000,Brandon S Anderson
16223,M,Skilled Manual,338,30000,Carlos B Collins
16224,M,Skilled Manual,348,30000,Jacob Martinez
16225,M,Skilled Manual,336,30000,Wyatt J Nelson
16226,F,Clerical,638,30000,Maria M Blue
16227,M,Clerical,314,30000,Eric Lopez
16228,M,Clerical,302,40000,Rafael Zhu
16229,M,Clerical,607,40000,Wayne G Chande
16230,M,Clerical,298,40000,Craig Blanco
16231,F,Clerical,609,40000,Dana K Martin
16232,M,Clerical,623,40000,Chase A Richardson
16233,F,Skilled Manual,335,80000,Rebecca King
16234,M,Clerical,360,40000,Wyatt Martin
16235,M,Clerical,336,40000,Sebastian Morris
16236,M,Clerical,543,40000,Nicholas L Martinez
16237,F,Clerical,638,40000,Erin James
16238,F,Clerical,300,40000,Ann Arun
16239,M,Clerical,339,40000,Gabriel A Nelson
16240,F,Skilled Manual,301,80000,Madeline Green
16241,F,Skilled Manual,68,80000,Isabel Butler
16242,F,Skilled Manual,310,80000,Megan F Garcia
16243,F,Skilled Manual,57,80000,Maria James
16244,M,Skilled Manual,298,80000,Gregory Kumar
16245,F,Skilled Manual,369,80000,Alexandra Griffin
16246,M,Skilled Manual,638,80000,Lucas B Simmons
16247,F,Skilled Manual,66,60000,Anna Brown
16248,F,Skilled Manual,618,60000,Alyssa Ross
16249,M,Skilled Manual,316,60000,Jesse Rivera
16250,M,Clerical,241,40000,Brendan Raje
16251,F,Manual,261,10000,Makayla Howard
16252,M,Manual,175,10000,Danny Jiménez
16253,F,Manual,147,20000,Bethany A Lal
16254,F,Manual,207,20000,Maria K Morris
16255,F,Manual,224,20000,Taylor E Russell
16256,M,Manual,243,20000,Richard S Collins
16257,F,Manual,216,20000,Michele E Chandra
16258,F,Clerical,183,30000,Deanna M Malhotra
16259,F,Manual,190,10000,Ebony C Sai
16260,F,Manual,262,20000,Gina Schmidt
16261,F,Clerical,186,40000,Diana A Navarro
16262,F,Clerical,192,40000,Kathryn M Xie
16263,M,Clerical,121,40000,Eduardo Robinson
16264,F,Manual,271,10000,Jennifer Howard
16265,F,Clerical,220,30000,Julie Goel
16266,F,Skilled Manual,212,30000,Alisha Yang
16267,M,Skilled Manual,119,30000,Edwin Chen
16268,F,Skilled Manual,206,30000,Lindsey Kumar
16269,F,Skilled Manual,163,30000,Tara Nath
16270,M,Skilled Manual,126,30000,Jerome Hernandez
16271,F,Manual,138,20000,Michele K Gutierrez
16272,M,Manual,260,20000,Raul D Deng
16273,F,Skilled Manual,220,30000,Marie Martinez
16274,M,Manual,115,10000,Ross E Diaz
16275,F,Manual,272,20000,Deborah R McDonald
16276,F,Manual,154,20000,Brandi W Carlson
16277,F,Skilled Manual,274,30000,Christy Luo
16278,M,Manual,120,30000,Angel L Turner
16279,F,Manual,117,10000,Victoria Patterson
16280,M,Manual,170,10000,Glenn M Ma
16281,M,Manual,198,10000,Gilbert Luo
16282,F,Manual,254,20000,Kristine Suarez
16283,M,Manual,202,20000,Clayton Raji
16284,M,Manual,120,20000,Troy D Perez
16285,F,Professional,205,40000,Mindy J Xie
16286,M,Professional,195,40000,Billy F Torres
16287,F,Professional,249,40000,Laura D Xu
16288,M,Clerical,219,30000,Edwin C Shen
16289,F,Clerical,179,30000,Julie Pal
16290,M,Clerical,146,30000,Russell Nath
16291,F,Clerical,204,30000,Lindsey H Lal
16292,F,Skilled Manual,149,40000,Carly L Lal
16293,M,Skilled Manual,238,40000,Sean J Adams
16294,M,Skilled Manual,253,40000,Steve A Hu
16295,M,Clerical,184,30000,Roger A Xu
16296,F,Clerical,190,30000,Sydney M White
16297,F,Skilled Manual,131,40000,Deanna S Garcia
16298,F,Skilled Manual,147,40000,Adrienne Sanz
16299,F,Manual,161,20000,Alison Tang
16300,M,Manual,269,20000,Orlando C Martin
16301,M,Manual,191,20000,Omar M Cai
16302,F,Manual,185,20000,Rosa Zeng
16303,F,Manual,127,20000,Tracy L Yuan
16304,M,Manual,127,20000,Justin L Moore
16305,M,Clerical,121,30000,Stanley Gonzalez
16306,F,Clerical,270,30000,Kristine W Romero
16307,F,Skilled Manual,135,40000,Kelli R Sun
16308,F,Skilled Manual,268,40000,Sheena L Chander
16309,F,Skilled Manual,128,40000,Desiree A Ortega
16310,F,Skilled Manual,186,40000,Diana Rubio
16311,M,Skilled Manual,250,40000,Carl M Beck
16312,F,Clerical,217,30000,Bethany H Beck
16313,F,Clerical,160,30000,Hailey P Russell
16314,M,Clerical,269,30000,Gabriel K Ross
16315,M,Clerical,196,30000,Garrett Richardson
16316,F,Clerical,164,30000,Kelli M Hu
16317,M,Clerical,263,30000,Joel Raman
16318,F,Clerical,272,30000,Kellie T Moreno
16319,F,Manual,220,20000,Joy A Ortega
16320,F,Manual,186,20000,Rachel E Simmons
16321,F,Manual,231,10000,Ruth D Malhotra
16322,F,Manual,217,10000,Gloria A Dominguez
16323,M,Clerical,209,30000,Dustin Raje
16324,M,Skilled Manual,231,40000,Juan A Romero
16325,F,Clerical,267,30000,Emma K Williams
16326,M,Manual,142,10000,Jésus R Romero
16327,M,Manual,135,20000,Darren Diaz
16328,M,Manual,274,20000,Maurice S Rai
16329,F,Manual,247,20000,Jamie C Ye
16330,M,Clerical,207,30000,Luke J Simmons
16331,F,Clerical,56,40000,Erin R Richardson
16332,F,Clerical,8,10000,Joan B Vazquez
16333,M,Skilled Manual,616,30000,Caleb W Hill
16334,F,Skilled Manual,546,30000,Natalie J Bailey
16335,F,Skilled Manual,298,30000,Kristen Lu
16336,M,Skilled Manual,315,60000,Jonathan A Wright
16337,M,Skilled Manual,316,60000,Jose White
16338,F,Clerical,23,20000,Barbara Zhang
16339,M,Clerical,27,30000,Seth A Davis
16340,M,Skilled Manual,329,20000,Sean L Mitchell
16341,F,Skilled Manual,25,30000,Lacey E Raji
16342,M,Skilled Manual,33,30000,Gregory Jai
16343,M,Skilled Manual,17,30000,Joel E Malhotra
16344,M,Skilled Manual,368,70000,Xavier K King
16345,M,Skilled Manual,19,40000,Francis Ramos
16346,M,Skilled Manual,9,40000,Marc Navarro
16347,M,Management,14,70000,Raul E Sharma
16348,M,Skilled Manual,4,80000,Roy Raman
16349,M,Skilled Manual,32,80000,Levi Sai
16350,M,Skilled Manual,18,80000,Fernando Thompson
16351,F,Skilled Manual,26,80000,Martha C Xu
16352,F,Skilled Manual,4,80000,Tiffany E Gao
16353,M,Skilled Manual,611,30000,Alejandro J Xu
16354,F,Skilled Manual,627,30000,Janet A Torres
16355,F,Skilled Manual,307,30000,Sam J Foster
16356,F,Skilled Manual,352,60000,Sophia F Baker
16357,F,Skilled Manual,336,30000,Margaret Russell
16358,M,Skilled Manual,69,30000,Samuel L Jai
16359,F,Clerical,553,30000,Shelby Richardson
16360,M,Clerical,648,30000,Justin Garcia
16361,M,Clerical,372,40000,Wyatt White
16362,M,Clerical,348,40000,Joshua C Smith
16363,F,Clerical,52,40000,Melanie V Ramirez
16364,F,Clerical,307,40000,Shawna D Yuan
16365,F,Clerical,59,40000,Jenna W Young
16366,F,Clerical,49,40000,Isabelle K Henderson
16367,F,Skilled Manual,536,80000,Emily Williams
16368,F,Skilled Manual,635,80000,Lauren Williams
16369,F,Clerical,616,40000,Isabel Powell
16370,F,Clerical,49,40000,Molly Gonzalez
16371,M,Clerical,311,40000,Caleb S Diaz
16372,F,Clerical,336,40000,Vanessa Foster
16373,F,Clerical,623,40000,Sara E Cook
16374,M,Clerical,553,40000,Edward Phillips
16375,F,Clerical,372,40000,Gabriella Hernandez
16376,F,Clerical,609,40000,Maria D Wright
16377,F,Skilled Manual,338,80000,Jordan F Adams
16378,F,Skilled Manual,553,80000,Hailey Baker
16379,M,Skilled Manual,310,80000,Marc F Jimenez
16380,F,Skilled Manual,64,80000,Mariah Torres
16381,F,Skilled Manual,612,80000,Kayla Davis
16382,F,Skilled Manual,642,80000,Jennifer A Davis
16383,M,Skilled Manual,355,80000,Brian A Kelly
16384,F,Skilled Manual,345,60000,Jada Reed
16385,M,Skilled Manual,368,60000,James L Perez
16386,M,Manual,279,20000,Philip M Moyer
16387,M,Manual,229,20000,Douglas Vance
16388,M,Clerical,196,30000,Jay M Torres
16389,M,Clerical,164,30000,Arturo Shen
16390,M,Clerical,172,30000,Mario A Nath
16391,M,Clerical,213,30000,Sergio C Suri
16392,F,Clerical,180,40000,Kari Raman
16393,M,Clerical,224,40000,Xavier Edwards
16394,M,Manual,187,10000,Bryan C Bell
16395,F,Manual,192,10000,Tara Pal
16396,M,Manual,149,10000,Keith W Rai
16397,M,Manual,153,20000,Andy H Navarro
16398,M,Manual,189,20000,Emmanuel J Rana
16399,M,Clerical,131,30000,Arturo R Xu
16400,M,Clerical,222,30000,Theodore I Ramos
16401,F,Clerical,250,30000,Margaret Gao
16402,M,Clerical,262,30000,Alexander K Martin
16403,M,Manual,217,20000,Byron R Suarez
16404,M,Clerical,198,40000,Raul T Nara
16405,F,Clerical,229,40000,Adriana A Sai
16406,M,Clerical,262,40000,Dakota M Henderson
16407,F,Skilled Manual,260,30000,Colleen L Zhao
16408,M,Skilled Manual,201,30000,Arthur D Madan
16409,F,Skilled Manual,164,30000,Ebony J Moreno
16410,F,Manual,272,10000,Joy Navarro
16411,M,Manual,172,10000,Stanley Sanchez
16412,F,Manual,185,10000,Leah Liang
16413,F,Manual,155,10000,Julia W Gonzalez
16414,F,Manual,127,10000,Kelly R Flores
16415,M,Manual,224,20000,Andre R Patel
16416,M,Manual,190,30000,Brian A Rivera
16417,M,Manual,234,30000,Noah Bryant
16418,F,Manual,202,10000,Katrina W Rai
16419,F,Manual,118,20000,Lacey L Simpson
16420,M,Manual,266,20000,Eddie L Alonso
16421,F,Manual,219,20000,Natasha G Diaz
16422,M,Manual,174,20000,Kurt S Xu
16423,M,Manual,211,10000,Sergio Madan
16424,F,Professional,200,40000,Brandi Diaz
16425,F,Professional,206,40000,Lisa S Lu
16426,M,Professional,210,40000,Jorge R Ye
16427,F,Skilled Manual,273,60000,Kendra C Alonso
16428,M,Manual,234,20000,Ryan Ross
16429,F,Clerical,175,30000,Jaclyn Luo
16430,M,Clerical,196,30000,Franklin M Rai
16431,M,Clerical,199,30000,Jermaine Rodriguez
16432,M,Clerical,207,30000,John M Garcia
16433,M,Clerical,202,30000,Mathew G Dominguez
16434,F,Skilled Manual,171,40000,Taylor A Bailey
16435,M,Skilled Manual,261,40000,Steven Cooper
16436,M,Clerical,189,30000,Ethan Henderson
16437,M,Manual,244,20000,Jésus E Gutierrez
16438,F,Manual,193,10000,Kaitlin Arthur
16439,F,Manual,193,20000,Dawn L Deng
16440,M,Manual,202,20000,Jimmy Martin
16441,M,Manual,127,20000,Jason Young
16442,M,Clerical,131,30000,Luke P Gonzalez
16443,F,Clerical,239,30000,Dawn C Gao
16444,F,Skilled Manual,267,40000,Erika Carlson
16445,F,Clerical,234,30000,Caitlin Ward
16446,F,Clerical,266,30000,Kristine Munoz
16447,F,Skilled Manual,267,40000,Kate Becker
16448,F,Skilled Manual,168,40000,Cheryl C Martin
16449,M,Clerical,233,30000,Casey Browning
16450,F,Clerical,187,30000,Rebekah P Gutierrez
16451,M,Clerical,149,30000,Karl L Stone
16452,F,Clerical,232,30000,Cassie Luo
16453,F,Clerical,271,30000,Mayra Chandra
16454,M,Clerical,274,30000,Marco Suri
16455,F,Manual,208,10000,Deb A Moreno
16456,M,Manual,147,20000,Larry Navarro
16457,F,Manual,156,20000,Kathleen Martin
16458,F,Clerical,132,30000,Michele Ruiz
16459,F,Clerical,236,30000,Carolyn M Kapoor
16460,F,Clerical,277,30000,Jodi Xu
16461,F,Clerical,279,30000,Rosa Wu
16462,F,Manual,147,20000,Marissa Gonzales
16463,F,Manual,155,20000,Anna L Murphy
16464,M,Manual,260,10000,Alan V Liu
16465,F,Manual,231,20000,Kara Goel
16466,F,Manual,127,20000,Alisha I Kumar
16467,M,Manual,242,20000,Ronald E Srini
16468,M,Clerical,198,30000,Orlando A Dominguez
16469,F,Clerical,188,30000,Michele Tang
16470,M,Skilled Manual,269,40000,Wesley Guo
16471,F,Manual,207,10000,Vanessa Hayes
16472,F,Manual,196,20000,Olivia A Robinson
16473,F,Manual,138,10000,Dawn Andersen
16474,M,Manual,133,10000,Jay Serrano
16475,M,Manual,144,20000,Kurt L Anand
16476,M,Clerical,200,30000,Shawn J Xie
16477,F,Clerical,611,40000,Anna E Gonzales
16478,M,Skilled Manual,348,70000,Adrian L Gray
16479,F,Skilled Manual,65,60000,Victoria H Brooks
16480,M,Clerical,23,20000,Alan Zhou
16481,F,Clerical,35,20000,Madison J Bryant
16482,F,Clerical,32,30000,Tabitha E Arthur
16483,M,Management,35,40000,Warren S Jai
16484,M,Clerical,16,40000,Dustin A Lal
16485,M,Clerical,301,40000,Ian A Foster
16486,F,Skilled Manual,12,30000,Rachael R Madan
16487,F,Skilled Manual,36,30000,Brianna K Griffin
16488,M,Skilled Manual,31,30000,Joel C Rodriguez
16489,M,Skilled Manual,5,30000,Frederick J Garcia
16490,F,Skilled Manual,361,60000,Megan G Robinson
16491,M,Skilled Manual,51,70000,Christian J Garcia
16492,M,Clerical,19,40000,Theodore M Sanz
16493,F,Skilled Manual,37,40000,Brenda L Fernandez
16494,F,Skilled Manual,40,80000,Jordyn Simmons
16495,F,Skilled Manual,40,80000,Monique Ramos
16496,F,Skilled Manual,3,80000,Dawn R Tang
16497,F,Skilled Manual,66,30000,Julia P Peterson
16498,M,Skilled Manual,618,30000,Hunter Jones
16499,F,Skilled Manual,626,30000,Danielle Kelly
16500,F,Skilled Manual,635,30000,Chloe Perry
16501,F,Skilled Manual,637,30000,Vanessa V Wood
16502,M,Skilled Manual,553,30000,Jackson M Parker
16503,M,Skilled Manual,339,60000,Christian Anderson
16504,M,Skilled Manual,359,30000,Justin Russell
16505,F,Skilled Manual,322,30000,Erin Gray
16506,F,Skilled Manual,53,60000,Catherine L Murphy
16507,F,Clerical,183,10000,Tracy B Nath
16508,M,Clerical,222,10000,Brent Zhu
16509,F,Clerical,246,30000,Veronica Sai
16510,M,Manual,203,10000,Brad G Nara
16511,M,Clerical,235,30000,Joe G Raman
16512,M,Clerical,279,40000,Ricardo Sharma
16513,M,Manual,205,10000,Ronnie Wagner
16514,M,Manual,7,10000,Manuel A Fernandez
16515,M,Manual,31,10000,Troy Sai
16516,M,Clerical,27,20000,Melvin She
16517,F,Manual,19,10000,Katrina M Raji
16518,F,Manual,33,10000,Krystal Holt
16519,F,Manual,25,10000,Yolanda Chander
16520,F,Manual,32,10000,Misty Raji
16521,F,Manual,24,10000,Tonya L She
16522,F,Manual,21,10000,Casey Pal
16523,F,Clerical,25,20000,Sandra C Huang
16524,M,Clerical,24,20000,Damien Huang
16525,F,Clerical,4,20000,Martha Liang
16526,M,Clerical,39,20000,Arthur L Perez
16527,M,Clerical,9,20000,Cory O Arun
16528,F,Clerical,36,20000,Dominique Garcia
16529,M,Clerical,4,20000,Jonathon R Gutierrez
16530,F,Clerical,249,30000,Priscilla Chander
16531,F,Clerical,251,30000,Lacey C Gao
16532,M,Manual,226,20000,Tommy Sharma
16533,F,Manual,221,20000,Kristen Cai
16534,F,Clerical,134,30000,Claudia Holt
16535,M,Manual,201,10000,Colin F Chen
16536,F,Manual,223,10000,Meghan A Jimenez
16537,M,Manual,174,20000,Arthur Dominguez
16538,F,Manual,146,20000,Stacey Liang
16539,F,Manual,120,20000,Christy Li
16540,M,Manual,135,20000,Theodore L Browning
16541,M,Manual,231,20000,Micah A Hu
16542,M,Manual,239,20000,Jésus L Ortega
16543,F,Manual,257,20000,Jenny McDonald
16544,M,Manual,208,10000,Eduardo M Morgan
16545,F,Manual,201,10000,Alicia Pal
16546,M,Manual,246,20000,Terrance B Jordan
16547,M,Manual,217,20000,Jake L Yang
16548,M,Clerical,188,30000,Darren Rubio
16549,F,Clerical,123,30000,Linda A Moreno
16550,M,Clerical,274,30000,Frederick Madan
16551,F,Clerical,189,30000,Christy M Shan
16552,M,Clerical,158,30000,Joe S Sanchez
16553,F,Clerical,237,40000,Gabriella J Roberts
16554,F,Clerical,272,30000,Casey C Chander
16555,M,Manual,211,10000,Mathew Vazquez
16556,F,Manual,162,20000,Angelica Butler
16557,M,Manual,197,20000,Derek Chander
16558,M,Manual,177,20000,Preston Sara
